FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1005116,Ridge Ferry Park Farmer's Market,http://www.rfpra.com/spec-farmers.htm,,,,,393 Riverside Pkwy,Rome,Floyd,Georgia,30161,05/31/2014 to 10/04/2014,Wed: 7:00 AM-10:00 AM;Sat: 7:00 AM-10:00 AM;,,,,,,,-85.17165,34.268744,Local government building grounds,N,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/12/14 14:25
1009481,River Church Farmers Market ,http://www.localharvest.org/river-church-farmers-market-M53417,,,,,2335 Sixes Rd. ,Canton,,Georgia,30114,,,,,,,,,-84.5385,34.163,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
2000026,Riverview Farms of Ranger,http://www.grassfedcow.com/FarmMobile.html,https://www.facebook.com/farmmobile,,,,,,,Georgia,,,,,,,,,,,,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1019033,Rockmart Farmers Market,http://RockmartFarmersMarket.com,https://www.facebook.com/rockmartfarmersmarket/,,,,108 Water St.,Rockmart,Polk,Georgia,30153,01/01/2018 to 12/31/2018,Thu: 2:00 PM-6:00 PM;,,,,,,,-85.053094,33.997669,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,3/30/18 20:43
1009975,Roswell Farmers and Artisans Market,http://www.roswellfam.com,https://www.facebook.com/roswelfam,https://twitter.com/roswellfam,,,38 Hill Street,Roswell,Fulton,Georgia,30075,05/01/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-84.358985,34.021933,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,6/27/16 18:54
1010355,Royal District Market,,www.facebook.com/RoyalDistrictMarket,,,,200  E. King Avenue,Kingsland ,Camden,Georgia,,,,,,,,,,-81.68842,30.800758,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/18/14 10:41
1002437,Sandy Springs Farmers Market,http://www.sandyspringsfarmersmarket.com,,,,,"235 Sandy Springs Circle NW, Parking lot of Former Target",Sandy Springs,,Georgia,30328,,,,,,,,,-84.3838,33.9185,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005017,Saturday Farmers Market on Broad,,,,,,"Macartan St., beside Health Central",Augusta,Richmond,Georgia,30901,,,,,,,,,-81.9663,33.4729,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005650,Savannah State Farmers Market,,,,,,701 U.S. Highway 80-West,Savannah,Chatham,Georgia,31408,,,,,,,,,-81.232,32.1098,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1018189,Serenbe Farmers Market,https://serenbefarms.com/market,Serenbe Farmers Market,,,Instagram: @serenbemarket,9110 Selbourne Ln,Chattahoochee Hills ,Fulton,Georgia,30268,04/08/2017 to 11/18/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-84.755446,33.560554,,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,6/20/17 14:42
1003665,Sewell Mill Community & Farmers Market,http://www.thesewellmill.org,https://www.facebook.com/pages/Sewell-Mill-Community-Farmers-Market/219477188119260,,,,126 Hamilton Ave,Bremen ,Haralson,Georgia,30110,05/01/2014 to 10/30/2014,Thu: 3:00 PM-6:00 PM;,,,,,,,-85.1459572,33.7215204,Other,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,4/16/14 14:19
1012577,Simply Homegrown:  A Farmers' Market,http://www.rabunmarket.com,"simplyhomegrown, a farmers market",,,,837 hwy. 76w,clayton,Rabun,Georgia,30525,04/01/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.4665588,34.8703554,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/14/16 12:10
1009846,Smyrna Fresh Market,,,,,,1275 Church Street,"Smyrna, GA",Cobb,Georgia,30080,05/07/2016 to 09/24/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-84.515507,33.883265,,Y,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,6/27/16 13:46
1001467,Snellville Farmers Market,http://www.snellvillefarmersmarket.com,https://www.facebook.com/pages/Snellville-Farmers-Market/347626962230,,,,2342 Oak Road,Snellville,Gwinnett,Georgia,30078,06/03/2016 to 09/24/2016,Sat: 8:30 AM-12:30 PM;,,,,,,,-84.016057,33.8580211,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,6/27/16 13:38
1002551,Spout Springs Library Farmers Market,,https://www.facebook.com/SpoutspringsfarmersMarket,,,,6488 Spout Springs Road,Flowery Branch,Hall,Georgia,30542,05/02/2013 to 10/31/2013,Thu: 4:00 PM-7:00 PM;,,,,,,,-83.89486,34.15223,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/27/13 13:01
1009353,Statham Farmers Market ,,https://www.facebook.com/stathamfarmersmarket,,,,Railroad Street,Statham,,Georgia,30666,,,,,,,,,-83.6024,33.9681,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1012424,Stone Mountain Farmers Market,http://www.stonemountaincity.org/departments/economic_development_downtown_development_authority/farmers_market.php,https://www.facebook.com/stonemountainfarmersmarket,,,https://www.pinterest.com/SMVGA/,922 Main Street,Stone Mountain,DeKalb,Georgia,30083,04/19/2016 to 11/22/2016,Tue: 4:00 PM-7:00 PM;,,,,,,,-84.170625,33.807084,,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,7/11/16 11:25
1007379,Suwanee Farmers Market,http://www.suwanee.com,https://www.facebook.com/pages/City-of-Suwanee-Government/77661866892,,,,370 Highway 23,Suwanee,Gwinnett,Georgia,30024,05/03/2014 to 10/04/2014,Tue: 4:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-84.063074,34.056513,Local government building grounds,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,5/12/14 13:27
1011955,Sweet Apple Farmers & Artisans Market,http://www.Sweetapplefarmersmarket.com,Sweet Apple Farmers & Artisans Market,,,,320 Hardscrabble Road,Roswell,Fulton,Georgia,30075,04/01/2016 to 12/31/2016,Thu: 2:00 PM-6:00 PM;,01/01/2016 to 03/31/2016,Thu: 2:00 PM-5:00 PM;,,,,,-84.367314,34.072239,,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,5/15/16 11:55
1002629,SWOOM Farmers Market at Atwood Community Gardens,http://www.herbnfarmatl.locallygrown.net,,,,,779 Atwood Street SW,Atlanta,Fulton,Georgia,30310,05/01/2012 to 11/31/2012,,,,,,,,-84.4296899,33.734143,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,Y,N,Y,Y,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/14/14 10:42
1008041,The Cumming Harvest,http://www.cumming.locallygrown.net,https://www.facebook.com/thecummingharvest,https://twitter.com/cummingharvest,,,"106 Colony Park Drive, Suite 100",Cumming,Forsyth,Georgia,30040,01/01/2013 to 12/31/2013,Sat: 9:30 AM-12:00 PM;,,,,,,,-84.134755,34.192134,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/24/13 19:11
1019697,The Fresh MARTA Market - Bankhead Rail Station   Wednesdays  3:00-7:00p.m.,https://www.itsmarta.com/marta-market.aspx,https://www.facebook.com/MARTAFresh/,,,,1335 Donald Lee Hollowell Parkway,Atlanta,Fulton,Georgia,,05/08/2019 to 12/04/2019,Wed: 3:00 PM-7:00 PM;,,,,,,,-84.426967,33.773326,,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,9/16/19 16:45
1019700,The Fresh MARTA Market - College Park Rail Station   Thursdays  3:00-7:00p.m.,https://www.itsmarta.com/marta-market.aspx,https://www.facebook.com/MARTAFresh/,,,,3800 Main Street,College Park ,Fulton,Georgia,30337,05/02/2019 to 12/05/2019,Thu: 3:00 PM-7:00 PM;,,,,,,,-84.46008,33.638149,,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,9/16/19 16:41
1019699,The Fresh MARTA Market - Five Points Rail Station   Fridays  3:00-7:00p.m.,https://www.itsmarta.com/marta-market.aspx,https://www.facebook.com/MARTAFresh/,,,,30 Alabama Street SW,Atlanta,Fulton,Georgia,30303,04/26/2019 to 12/06/2019,Fri: 3:00 PM-7:00 PM;,,,,,,,-84.390574,33.755202,,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,9/16/19 16:35
1019698,The Fresh MARTA Market - H.E. Holmes Rail Station   Wednesdays  3:00-7:00p.m.,https://www.itsmarta.com/marta-market.aspx,https://www.facebook.com/MARTAFresh/,,,,70 Hamilton E. Holmes,Atlanta,Fulton,Georgia,30311,05/01/2019 to 12/04/2019,Wed: 3:00 PM-7:00 PM;,,,,,,,-84.476405,33.764764,,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,9/16/19 16:29
1019696,The Fresh MARTA Market - Tuesdays - West End Station,https://www.itsmarta.com/marta-market.aspx,https://www.facebook.com/MARTAFresh/,,,,,Atlanta,Fulton,Georgia,,04/23/2019 to 12/03/2019,Tue: 3:00 PM-7:00 PM;,,,,,,,-84.416667,33.728652,,Y,N,N,N,Y,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,9/16/19 16:36
1006158,The Ga Farmers Market at The Village at Harmony Crossing,http://www.vharmonycrossing.com/news/farmers-market-returns-harmony-crossing,,,,,Harmony Crossing,Eatonton,Putnam,Georgia,31024,05/04/2013 to 09/28/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.268173,33.423574,Other,Y,N,N,N,N,-,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/14/14 10:44
1018515,The Green Market,http://www.greenmarketmilledgeville.com/,https://www.facebook.com/GreenMarketMilledgeville/,https://twitter.com/MillyGMarket,https://www.youtube.com/channel/UCQMJHH9_IK_3tC42i1ENjOA,https://www.instagram.com/the_green_market/,222 East Hancock Street,Milledgeville,Wilkinson,Georgia,31061,01/07/2017 to 12/16/2017,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.224575,33.082101,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,7/3/17 15:49
1001297,The GROVE Farmer's Market,,,,,,"1879 Glenwood Ave, SE",Atlanta,DeKalb,Georgia,30016,,,,,,,,,-84.325641,33.738869,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,-,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/27/13 12:07
1005975,The Market at Rutland Farms,http://www.rutlandfarms.com,,,,,5641 Union Rd.,Tifton,Tift,Georgia,31794,01/01/2016 to 12/31/2016,Mon: 9:00 AM-6:00 PM;Tue: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;,,,,,,,-83.499763,31.344282,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,6/27/16 17:53
1001457,The Rock Ranch Produce ,http://www.therockranch.com,,,,,5020 Barnesville Hwy,The Rock,Upson,Georgia,30285,04/01/2013 to 11/23/2013,Tue: 10:00 AM-5:00 PM;Wed: 10:00 AM-5:00 PM;Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 10:00 AM-5:00 PM;,,,,,,,-84.2304,32.9647,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/27/13 12:36
1012554,The Wednesday Market,http://www.wednesdaymarket.locallygrown.net,The Wednesday Market,,,,139 Adams Street,Zebulon,Pike,Georgia,30295,01/01/2016 to 12/31/2016,Wed: 3:00 PM-6:00 PM;,,,,,,,-84.343912,33.103356,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,7/13/16 21:02
1018868,The Wesley Hicks/Telfair County Farmers' Market,,https://www.facebook.com/telfairfarmersmarket/,,,,139 North 3rd Avenue,McRae-Helena,Telfair,Georgia,31037,01/01/2017 to 12/31/2017,Sat: 9:00 AM-2:00 PM;,,,,,,,-82.896739,32.07741,,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,11/9/17 23:08
1004670,Thomasville State Farmers Market,,,,,,502 Smith Ave.,Thomasville,Thomas,Georgia,31792,01/01/2013 to 12/31/2013,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;,,,,,,,-83.9714,30.8355,Federal/State government building grounds,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/13 11:12
1000411,Towns County Farmers Market,,https://www.facebook.com/TownsCountyFarmersMarket,,,,Hwy 76 West,Hiawassee,Towns,Georgia,30546,06/01/2013 to 10/31/2013,Fri: 5:30 PM-7:30 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-83.771331,34.963227,Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/13/14 22:10
1003213,Trenton Farmers Market,,,,,,"Veterans Park, Downtown",Trenton,Dade,Georgia,30752,May to November,Sat:9:00 AM - 12:00 PM;,,,,,,,-85.509544,34.874892,Other,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/5/12 8:53
1005006,Tucker Farmers Market,http://www.tuckerfarmersmarket.com,https://www.facebook.com/tuckerfarmersmarket,,,,2333 Main Street,Tucker,DeKalb,Georgia,30084,04/04/2013 to 12/19/2013,Thu: 4:00 PM-8:00 PM;,,,,,,,-84.214282,33.853283,Private business parking lot,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/12/13 11:07
1019215,Union County Farmers Market,http://ucfarmersmarket.com,,,,,148 Old Smokey Rd,Blairsville,Union,Georgia,30512,06/02/2018 to 10/27/2018,Tue: 2:00 PM-6:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-83.9506972,34.8857201,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,8/6/18 13:27
1000234,Uptown Columbus Market Days,http://www.uptowncolumbusga.com,,,,,Broadway,Columbus,Muscogee,Georgia,31901,04/05/2013 to 11/30/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-84.993217,32.46654,Other,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/11/13 16:19
1004669,Valdosta Farmers Market,,,,,,South Patterson St.,Valdosta,Lowndes,Georgia,31601,01/01/2013 to 12/31/2013,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;Sun: 8:00 AM-6:00 PM;,,,,,,,-83.2644,30.8138,Federal/State government building grounds,Y,N,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/13 11:16
1010619,Veggie Truck Farmers Market,http://www.theveggietruck.org/,https://www.facebook.com/pages/The-Veggie-Truck/334761463302824,,,,1850 Broad St.,Augusta,Richmond,Georgia,30904,03/25/2014 to 11/04/2014,Tue: 4:30 PM-7:00 PM;,,,,,,,-81.995824,33.485053,,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,9/29/14 22:01
1006228,Waleska Farmers Market at Reinhardt University,http://www.reinhardt.edu,,,,,7300 Reinhardt Circle,Waleska,Cherokee,Georgia,30143,05/15/2014 to 09/04/2014,Thu: 3:00 PM-7:00 PM;,,,,,,,-84.550095,34.315752,Educational institution,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/31/14 15:52
1005774,Washington Farmers Market,,,,,,111 N. Allison St,Washington,Wilkes,Georgia,,,,,,,,,,-82.7407,33.7372,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1011229,Way Green Local Fare Market,http://www.waygreen.wix.com/waygreen,https://www.facebook.com/WayxGreen/,,,Instagram @WayxGreen,1460 n Augusta Ave,Waycross,Ware,Georgia,31503,05/05/2018 to 11/03/2018,Sun: 9:00 AM-12:00 PM;,,,,,,,-82.3818511,31.235752,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,7/26/18 15:22
1011907,Wayne County Farmers Market,http://www.thewcfm.org,https://www.facebook.com/thewcfm,,,,533 N. 1st Street,Jesup,Wayne,Georgia,31545,04/01/2016 to 10/29/2016,Fri: 1:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-81.8821369,31.6100323,,Y,N,N,N,Y,-,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,4/28/16 15:39
1018010,West Broad Farmers Market and Garden,http://westbroadfm.org,,,,,,Athens-Clarke County unified government (balance),Clarke,Georgia,,04/29/2017 to 12/16/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.396828,33.95226,,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,5/22/17 19:56
1004675,White County Farmers Market,,,,,,66 East Kytle Street,Cleveland,White,Georgia,30528,06/01/2012 to 09/31/2012,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.761911,34.596317,Local government building grounds,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,4/1/14 14:36
1012564,White Oak Pastures,http://www.whiteoakpastures.com,whiteoakpastures,whiteoakpasture,White Oak Pastures,whiteoakpastures,101 Church St,Bluffton ,Clay,Georgia,39824,01/01/2016 to 12/31/2016,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;Sun: 11:00 AM-5:00 PM;,,,,,,,-84.8660495,31.5208669,,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,7/14/16 11:34
1011693,Wilmington Island Farmers' Market,http://www.wifarmersmarket.org,https://www.facebook.com/Wilmington-Island-Farmers-Market-403703859682913/timeline/,https://twitter.com/WIMarket,https://www.youtube.com/results?search_query=wilmington+Island+farmers+market,https://instagram.com/explore/locations/138324566/,111 Walthour Road,Savannah ,Chatham,Georgia,31410,03/05/2016 to 06/25/2016,Sat: 9:00 AM-1:00 PM;,09/05/2015 to 12/19/2015,Sat: 9:00 AM-1:00 PM;,,,,,-80.965299,32.022129,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,9/18/15 7:57
1004296,Wiregrass Farmers Market,http://www.wiregrassfarmersmarket.wordpress.com/,,,,,1392 Whiddon Mill Rd.,Tifton,Tift,Georgia,31793,April to October,Sat:9:00 AM - 12:00 PM;,,,,,,,-83.533784,31.464378,Educational institution,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/29/12 16:44
1005140,Woodstock Farm Fresh Market ,http://www.visitwoodstockga.com,https://www.facebook.com/dtwoodstock,www.twitter.com/dtwoodstock,www.youtube.com/dtwoodstock,https://www.pinterest.com/downtownwoodstock,Market Street and Elm Street,Woodstock,Cherokee,Georgia,30188,04/21/2018 to 12/29/2018,Sat: 8:30 AM-12:00 PM;,,,,,,,-84.52092,34.100488,,Y,N,N,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,7/27/18 11:11
