name,STREETADDRESS,STREETCITY,STREETSTATE,STREETCOUNTRY,STREETZIPCODE,STREETCOUNTY,STREETMSA,Employment (Individual Site - Current Year),PRIMARYNAICS,Category,SubCategory,SIC8DIGIT,Description,coi_sector,COI Sub-sector,lat,lon
BUNDLE UP EXTENSIONS LLC,1820 MULKEY RD APT 506,AUSTELL,GA,USA,30106-8259,COBB,43,1,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.6790218,-84.0991808
WH TRUCKING HAULING,4351 LEHIGH LAURAL LN,DECATUR,GA,USA,30034-6463,DEKALB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.9454602,-84.0991616
MACMORE TRUCKING DISPATCHERS INC,6659 PEACHTREE INDSTRL BL,NORCROSS,GA,USA,30092-5714,GWINNETT,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.72051,-84.0991203
CLASSIC TRANSPORTATION LLC,2045 MOUNT ZION RD # 339,MORROW,GA,USA,30260-3313,CLAYTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7578343,-84.0990791
THE BOVIN GROUP LLC,3330 ROSE GARDEN CT,POWDER SPRINGS,GA,USA,30127-2192,COBB,43,6,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,33.7811882,-84.0990791
DAVID LAYNE,199 WINCHESTER DR,CATAULA,GA,USA,31804-4227,HARRIS,0,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9237585,-84.0990275
AJA CONSULTING- LLC,1030 OLD NRCROSS TCKER RD,TUCKER,GA,USA,30084-1527,DEKALB,43,3,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL LOCAL TRUCKING OPERATOR,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.7704865,-84.0989966
CRESCENT TOWING & SALVAGE CO.- INC,185 FIG ISLAND DR,SAVANNAH,GA,USA,31421-7011,CHATHAM,538,99,488330,NAVIGATIONAL SERVICES TO SHIPPING,TOWING/TUGBOAT SERVICES,44929904,TUGBOAT SERVICE,OCEAN,,33.9252598,-84.0988728
J FREEDOM TRUCKING LLC,1916 HAWTHORNE ST,SAVANNAH,GA,USA,31404-1318,CHATHAM,538,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.9464881,-84.0988728
T C O- INC,444 PINEWOOD RD,LEESBURG,GA,USA,31763-4131,LEE,16,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4565525,-84.0988522
J & J EXPRESS TRUCKING INC,2126 WORRALL HILL DR,DULUTH,GA,USA,30096-1264,GWINNETT,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0427981,-84.0988316
J&J TRUCKING & HAULING LLC,4467 MORELAND AVE,CONLEY,GA,USA,30288-2145,CLAYTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.9223469,-84.0987903
LOGISTICS RESOURCES GROUP INC,5083 POPLAR ST,BUFORD,GA,USA,30518-2846,GWINNETT,43,2,493110,GENERAL WAREHOUSING AND STORAGE,WAREHOUSE & DISTRIBUTION CENTER,42259901,GENERAL WAREHOUSING,WAREHOUSING,General,33.8498954,-84.098749
JCAM TRUCKING,3606 SANFORD RD,NICHOLSON,GA,USA,30565-2856,JACKSON,42,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7570041,-84.098089
LANCO TRUCKING INC,1202 MADISON HWY,VALDOSTA,GA,USA,31601-6033,LOWNDES,0,9,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.959298,-84.0980162
ALONZA L JOHNSON TRUCKING,2950 SPRINGFIELD CT,ATLANTA,GA,USA,30349-3738,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.959298,-84.0980162
ISAAC MORGAN,1255 AVALON DR,LAWRENCEVILLE,GA,USA,30044-7109,GWINNETT,43,2,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.3188945,-84.0978415
WARD TRUCKING ATLANTA- LLC,2333 RUNNYMEDE CT,JONESBORO,GA,USA,30236-2760,CLAYTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7721709,-84.0978415
WEST AVENUE EMISSIONS,1058 WEST AVE SW,CONYERS,GA,USA,30012-5244,ROCKDALE,43,1,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,MOTOR FREIGHT FIXED FACILITY,47850200,TRANSPORTATION INSPECTION SERVICES,OTHER,,34.4392138,-84.0975927
ATLANTA WEST DELIVERY INC,2606 KONAWA CT,POWDER SPRINGS,GA,USA,30127-5521,COBB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,34.0373709,-84.0974669
SOUTH COAST TRUCK LINES LLC,202 OXFORD CIR,RINCON,GA,USA,31326-9056,EFFINGHAM,538,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.6321194,-84.0972845
STAFFORD FREIGHT LLC,678 MCCAMY SUMACH RD,CHATSWORTH,GA,USA,30705-6101,MURRAY,0,10,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,33.8525618,-84.0972639
HATCH INTERSTATE TRUCKING LLC,50 CHRISTOPHERS GALLOP,STOCKBRIDGE,GA,USA,30281-5858,HENRY,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9339052,-84.0971814
ANDREW LEE BRAZIEL,359 JACKSON RD,FITZGERALD,GA,USA,31750-6320,BEN HILL,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139903,CONTRACT HAULERS,TRUCK,Dry Van,33.7829614,-84.0970576
LEAGUE ONE LOGISTICS- LLC,937 LANDON DR,MARIETTA,GA,USA,30064-6421,COBB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9925573,-84.0968421
SHIPPERS SERVICES EXPRESS- INC.,663 BUFORD HWY,SUGAR HILL,GA,USA,30518-4812,GWINNETT,43,49,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.3283271,-84.0968101
BLUE STREAK EXPRESS LLC.,2754 LUKE DR,ELLENWOOD,GA,USA,30294-3987,DEKALB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9125655,-84.0967276
ADAMS & SONS TRUCKING LLC,3843 CATO RD,GAINESVILLE,GA,USA,30507-8526,HALL,0,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9235921,-84.0966863
DUCK TRUCKING,83 RIDLEY RD,PALMETTO,GA,USA,30268-1504,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.79305,-84.0966244
EAST ATHENS PERSONAL STORAGE,300 HENRY MEYER RD,WINTERVILLE,GA,USA,30683,CLARKE,42,2,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,33.8497494,-84.0966038
NORFOLK SOUTHERN CORPORATION,1 CHARLIE GAY DR,SAVANNAH,GA,USA,31408-2662,CHATHAM,538,6,482111,LINE-HAUL RAILROADS,RAILROAD LINE-HAUL OPERATOR,40110000,RAILROADS LINE-HAUL OPERATING,RAIL,Class I,33.9390849,-84.0965625
ADDISONTRUCKINGINC,600 GARSON DR NE,ATLANTA,GA,USA,30324-3361,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9901766,-84.0964727
ROCCO S TRUCKIN,6336 ASCOT LN,RIVERDALE,GA,USA,30296-2742,CLAYTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.5652951,-84.0963975
KENN M HUSSINI,108 SULLIVAN RD LOT 1,WARNER ROBINS,GA,USA,31093-7084,HOUSTON,343,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7724893,-84.096315
AFFORGABLE MOVERS OF MIDDLE GEORGIA LLC,103 WIMBLETON CIR,WARNER ROBINS,GA,USA,31093-1079,HOUSTON,343,10,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,34.0011036,-84.0962531
KERRY JN LOUIS,1435 WILLOW DR,RIVERDALE,GA,USA,30296-3237,CLAYTON,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.7718331,-84.0962325
BERKOFF GOODMAN LLC,3410 ALEXANDER RD NE # 756,ATLANTA,GA,USA,30326-4244,FULTON,43,2,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,TRUCK TERMINAL FACILITY,42310000,TRUCKING TERMINAL FACILITIES,TRUCK,,32.5598546,-84.0961782
MIDDLE GA. 24/7 COURIERS,117 HEATHWOOD DR,MACON,GA,USA,31206-5282,BIBB,343,1,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.4136675,-84.095985
THOMPSON TRUCKING CO INC,100 PEGGY LN,TYRONE,GA,USA,30290-1506,FAYETTE,43,12,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129905,DUMP TRUCK HAULAGE,TRUCK,Dump Truck,34.28857,-84.0959309
SYLVANIA TRUCK PARTS,2325 BURTONS FERRY HWY,SYLVANIA,GA,USA,30467-4544,SCREVEN,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.5547494,-84.0958818
CHARLES E SMITH TRUCKING,1237 MOUNT OLIVE CH RD,WRIGHTSVILLE,GA,USA,31096-4533,JOHNSON,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3263159,-84.0958612
CONROY LOGISTICS- INC.,1305 EDWIN CT,MCDONOUGH,GA,USA,30252-5018,HENRY,43,12,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310104, TRUCK TRANSPORTATION BROKERS ,TRUCK,,33.7566555,-84.0957993
ATLANTA DISTRIBUTION L.L.C.,1235 COMMERCE DR STE K,MORROW,GA,USA,30260-2952,CLAYTON,43,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.9444714,-84.0957374
OLD DOMINION FREIGHT LINE- INC.,581 JOE TMPLIN INDUS BLVD,MACON,GA,USA,31217-7610,BIBB,343,14,484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139907,LESS-THAN-TRUCKLOAD (LTL),TRUCK,LTL,33.4380755,-84.0957168
C.L. SERVICES- INC.,4245 INTL PKWY STE 125,ATLANTA,GA,USA,30354,FULTON,43,17,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310104, TRUCK TRANSPORTATION BROKERS ,TRUCK,,33.8640193,-84.0956343
AC STORAGE - WAYNESVILLE,539 TYSON RD,WAYNESVILLE,GA,USA,31566-4857,BRANTLEY,0,2,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,33.738454,-84.095574
A SUPREME COURIER & PROCESS SERVICE LLC,2404 CANERIDGE POINTE SW,MARIETTA,GA,USA,30064-4358,COBB,43,2,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.8416156,-84.0955312
BFE TRUCKING INC,690 Y Z SAILORS RD,JEFFERSON,GA,USA,30549-3352,JACKSON,42,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3459123,-84.0954486
F&G TRUCKING LLC,694 WESTSHORE DR,OCHLOCKNEE,GA,USA,31773-1889,THOMAS,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0304492,-84.0952736
WILLIAM BALLENGER TRUCKIN,519 FORT LAMAR RD,COMMERCE,GA,USA,30530-7226,BANKS,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.707647,-84.094992
BENITEZ TRUCKING INC,164 TIMBER MILL CIR,CARROLLTON,GA,USA,30116-8597,CARROLL,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.8636401,-84.0949742
ELEVEN ELEVEN TRANSPORT INC,1190 ASHBOROUGH DR SE D,MARIETTA,GA,USA,30067-6919,COBB,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.4380154,-84.0949123
S T I TRANSPORTATION RESOURCE,1091 GREEN MORGAN SCHL RD,CLYO,GA,USA,31303-3477,EFFINGHAM,538,10,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890101, CAR LOADING ,RAIL,,33.954048,-84.0944997
HALIFAX TRUCKING- LLC,104 HALIFAX DR,GRIFFIN,GA,USA,30223-8713,SPALDING,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR BUSINESS SERV NON-COMMERCIAL SITE,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.0787042,-84.0944805
MIKE CLARK TRUCKING INC,625 GUY PAINE RD,MACON,GA,USA,31206-2011,BIBB,343,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9867247,-84.0944009
GET IT GONE HAULING,5135 HOPEWELL RD,CUMMING,GA,USA,30028-3363,FORSYTH,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.9540591,-84.0943929
HOME TRANSPORT- INC.,103 W BLACKSHEAR AVE,WAYCROSS,GA,USA,31501-6723,WARE,0,20,484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",TRUCKING OPERATOR-NONLOCAL,42139909,MOBILE HOMES TRANSPORT,TRUCK,Specialized,33.9735792,-84.0943638
GLOVIS AMERICA- INC.,6101 SORENTO RD,WEST POINT,GA,USA,31833-4899,TROUP,0,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,34.0592275,-84.0942522
DIESEL LOGISTICS LIMITED LIABILITY COMPANY,608 3RD ST,AUGUSTA,GA,USA,30901-2570,RICHMOND,49,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT BUSINESS SERV NON-COMMERCIAL SITE,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.0019534,-84.0940617
FRANCISCO MORENO,5525 VICTORIA PL,ELLENWOOD,GA,USA,30294-3848,DEKALB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.9430802,-84.0938809
UNTOUCHED TRUCKING,894 LINDA WAY,FOREST PARK,GA,USA,30297-3954,CLAYTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7639755,-84.0937984
YA DELIVERY- LLC,306 HILLSIDE DR,CEDARTOWN,GA,USA,30125-2726,POLK,0,1,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.7638767,-84.0935508
WILLIAM E FOUNTAIN,397 CHESTER DUBLIN HWY,CHESTER,GA,USA,31012-2223,DODGE,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.737554,-84.093519
PROMO 1 INC.,389 GROVE ST,BARNESVILLE,GA,USA,30204-3270,LAMAR,0,4,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL COMMERCIAL PRINTING PACKING/CRATING SERVICE,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,32.8698437,-84.0934064
D & L TRUCKING- INC.,3853 COKER RD,GAINESVILLE,GA,USA,30507-8084,HALL,0,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.6801007,-84.0933062
L3 AVIATION PRODUCTS- INC.,1355 BLUEGRASS LAKES PKWY,ALPHARETTA,GA,USA,30004-8458,FULTON,43,3,488119,OTHER AIRPORT OPERATIONS,AIRPORT/AIRPORT SERVICES,45810000,AIRPORTS FLYING FIELDS AND SERVICES,AIR,,32.98624,-84.0931668
METRO MINI STORAGE,5131 BEMISS RD,VALDOSTA,GA,USA,31605-6061,LOWNDES,0,3,493110,GENERAL WAREHOUSING AND STORAGE,"GENERAL WAREHOUSING AND STORAGE, NSK",42259901,GENERAL WAREHOUSING,OTHER,,33.7385205,-84.0931589
YULISTA AVIATION- INC.,106 JESSE HALL CT,BYRON,GA,USA,31008-3844,PEACH,0,99,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRPORT/AIRPORT SERVICES,45810200,AIRCRAFT MAINTENANCE AND REPAIR SERVICES,AIR,,33.8821838,-84.0930946
ANDERSON BROTHERS CARRIER INCORPORATED,1634 CAMPBELL RD,COVINGTON,GA,USA,30014-6106,NEWTON,43,2,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE DOMESTIC SEA FREIGHT TRANSPORTATION,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.7939841,-84.0929732
G J L TRUCKING INC,129 MEADOWVIEW LN,POWDER SPRINGS,GA,USA,30127-5116,COBB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9092967,-84.0928494
SAMANA LOGISTICS- LLC,1011 HALL AVE,TIFTON,GA,USA,31794-3320,TIFT,0,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890102, FREIGHT CAR LOADING AND UNLOADING ,RAIL,,33.7301252,-84.0927037
CSX TRANSPORTATION- INC.,210 N 6TH ST,CORDELE,GA,USA,31015-4261,CRISP,0,6,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,RAIL SWITCHING/TERMINAL SERVICES,40139904, RAILROAD TERMINALS ,RAIL,,33.7701503,-84.0924162
ALLGOODS HAULING LLC,3566 GEORGE WASHINGTON DR,ELLENWOOD,GA,USA,30294-4308,DEKALB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.921346,-84.0923956
PSALMS 23 TRANSPORT LLC,138 AUBURN CIR,GLENNVILLE,GA,USA,30427-2574,TATTNALL,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.9450679,-84.0923337
MCCAGHREN SERVICES- INC.,855 LOVVORN MILL RD,BOWDON,GA,USA,30108-2351,CARROLL,0,12,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139903,CONTRACT HAULERS,TRUCK,Dry Van,31.9506145,-84.0923123
JR CARRIERS,6241 CROOKED CREEK LN,REX,GA,USA,30273-5012,CLAYTON,43,1,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.7242523,-84.0922925
INTEGRATED SERVICE SOLUTIONS L,2278 ROCK CHAPEL RD,LITHONIA,GA,USA,30058-5133,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9207756,-84.0922718
SOUTHERN BALES & SONS TRUCKING- L.L.C.,6938 COTTONWOOD DR,APPLING,GA,USA,30802-1900,COLUMBIA,49,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9294155,-84.0922718
SOUTHERN SWEEPERS & SCRUBBERS- INC.,1265 OAKBROOK DR,NORCROSS,GA,USA,30093-2283,GWINNETT,43,1,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,SANITARY SERVICES,49590102,SWEEPING SERVICE: ROAD AIRPORT PARKING LOT ETC.,OTHER, ,33.7321132,-84.0922091
C&K TRUCKING- LLC,1651 BLAIRS BRIDGE RD,LITHIA SPRINGS,GA,USA,30122-3118,DOUGLAS,43,30,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139903,CONTRACT HAULERS,TRUCK,Dry Van,33.5889548,-84.0920036
4 C'S TRUCKING- INC.,686 COBBLESTONE CREEK LN,MABLETON,GA,USA,30126-2661,COBB,43,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",COMMERCIAL TRANSPORTATION,42139903,CONTRACT HAULERS,TRUCK,Dry Van,33.9252732,-84.0919005
FROST TRUCKING,50 SETH MEMORIAL WAY,TUNNEL HILL,GA,USA,30755,WHITFIELD,0,50,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139904,HEAVY HAULING NEC,TRUCK,,33.9805108,-84.0917856
LACRETE TRUCKING INC.,3335 KENRIDGE PKWY,DECATUR,GA,USA,30032-7733,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.794749,-84.0916942
AAS TRANSPORT- INC,120 COUNTRY CLUB DR,FORSYTH,GA,USA,31029-3121,MONROE,0,7,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,33.8695128,-84.0914482
XCLUSIVE CARRIERS- LLC,3071 MOON STATION RD NW,KENNESAW,GA,USA,30144-2710,COBB,43,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.8695128,-84.0914482
SERGIO M MONCADA,1510 E PARK AVE,VALDOSTA,GA,USA,31602-3209,LOWNDES,0,2,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,WAREHOUSING,General,33.8695128,-84.0914482
