Name,MetroArea,Description,Address,Latitude,Longitude,Website,Phone,Delivery
Local Expedition Wood Fired Grill,Atlanta,New American that was Top 100 Restaurant in the US from Yelp,"1110 Hammond Drive Ste 15 Atlanta, 30328",33.9196333,-84.3510008,www.lewfg.com,(770) 837-9904,checked
Los Bravos,Atlanta,Mexican,"2042 Johnson Ferry Rd NE, Brookhaven, GA 30319",33.894485,-84.3295878,www.losbravosatlanta.net,(770) 452-9896,
Lovie's BBQ,Atlanta,,"3420 Piedmont Rd NE, Atlanta, GA 30305, USA",33.8480158,-84.3740216,http://loviesbbq.com/,(404) 254-2848,checked
Luciano's Ristorante,Atlanta,,"6555 Sugarloaf Pkwy #309, Duluth, GA 30097, USA",33.9975214,-84.0909909,http://lucianositaly.com/,(770) 255-1727,checked
Lucky Buddha,Atlanta,"Asian,Chinese,Dinner,Vegetarian","529 10th St NW, Atlanta",33.7818802,-84.4048051,https://www.grubhub.com/restaurant/lucky-buddha-529-10th-st-nw-atlanta/260773,(404) 885-1518,checked
Lucky China 8,Atlanta,"Asian,Chinese","733 Joseph E Boone Blvd NW, Atlanta",33.7637666,-84.4115626,https://www.grubhub.com/restaurant/lucky-china-8-733-joseph-e-boone-blvd-nw-atlanta/1165205,(404) 893-5888,checked
Lucky China 8 & Wings,Atlanta,"Asian,Chicken,Chinese,Noodles,Wings","733 Joseph E Boone Blvd NW, Atlanta",33.7637666,-84.4115626,https://www.grubhub.com/restaurant/lucky-china-8--wings-733-joseph-e-boone-blvd-nw-atlanta/1426536,(404) 893-5888,checked
Lyla Lila,Atlanta,,"693 Peachtree St NE Suite 118, Atlanta, GA 30308, USA",33.7734983,-84.3843893,https://www.lylalilaatl.com/,(404) 963-2637,
MAA BANGLADESHI CUISINE,Atlanta,"Asian,Healthy,Indian,Seafood,Vegan,Vegetarian","4337 Buford Hwy NE Ste 150, Atlanta",33.8682081,-84.3000192,https://www.grubhub.com/restaurant/maa-bangladeshi-cuisine-4337-buford-hwy-ne-ste-150-atlanta/1659929,(470) 246-4317,checked
Mamoun's Falafel,Atlanta,"Falafel,Middle Eastern,Sandwiches","1269 Northside Dr NW Ste 720, Atlanta",33.7898953,-84.4074999,https://www.grubhub.com/restaurant/mamouns-falafel-1269-northside-dr-nw-ste-720-atlanta/1940217,(404) 390-3007,checked
Marco�s Pizza,Atlanta,"American,Chicken,Dessert,Dinner,Lunch,Pizza,Salads","798 N Highland Ave NE, Atlanta",33.7762941,-84.3526645,https://www.grubhub.com/restaurant/marcos-pizza-798-n-highland-ave-ne-atlanta/866511,(404) 998-8488,checked
Marlow's Tavern,Atlanta,"Takeout, curbside pick-up and delivery are now the best ways to enjoy your Marlow's Tavern favorites. The to-go menu features tavern favorites like Shrimp & Grits, Blazed Chicken and Classic Tavern Burgers. Additionally, Marlow�s is offering Meals to Cook at Home, a Build-Your-Own Craft Six Pack and essential items to-go.","950 W Peachtree St NW #215, Atlanta, GA 30309",33.7802404,-84.3882075,https://marlowstavern.com,(404) 815-0323,checked
Marrakesh,Atlanta,The Mediterranean restaurant is now offering curbside pick-up and delivery via Postmates and Doordash from noon-7pm daily,"675 Ponce de Leon Ave., NE, Atlanta, GA 30308",33.772597,-84.3655413,http://www.marrakeshpcm.com/menu,(404) 600-4171,checked
Max's Coal Oven Pizzeria,Atlanta,"Offering authentic, New York style pizza, classic salads, pastas, Italian sandwiches, signature coal oven wings, and freshly made desserts.","300 Marietta Street NW, Atlanta, GA 30313",33.7616943,-84.3965409,https://maxsatl.com/online-order/,(404) 974-2941,checked
"McCormick & Schmick's Seafood &
Steaks",Atlanta,"Dinner,Lunch Specials,Seafood,Steak","190 Marietta St NW, Atlanta",33.7590584,-84.3950221,https://www.grubhub.com/restaurant/mccormick--schmicks-seafood--steaks-190-marietta-st-nw-atlanta/398629,(404) 521-1236,checked
McDonald's,Atlanta,"American,Breakfast,Coffee and Tea,Dinner,Fast Food,Hamburgers,Lunch","526 Ponce De Leon Avenue Northeast, Atlanta",33.7743049,-84.3696071,https://www.grubhub.com/restaurant/mcdonalds-526-ponce-de-leon-avenue-northeast-atlanta/1782902,,checked
Mexico Lindo,Atlanta,,"SE 2620, S Cobb Dr SE, Smyrna, GA 30080, USA",33.8893444,-84.5374615,http://www.mexicolindoga.com/,(770) 433-2379,checked
Mezcalito's Cocina & Tequila Bar,Atlanta,Mexican food with a twist,304 Oakland Ave. SE.,33.7463645,-84.3746786,www.mezcalitoscocina.com,(678) 705-7008,checked
Miso Ko,Atlanta,Sushi,"675 Ponce De Leon Avenue Northeast, Atlanta",33.772597,-84.3655413,https://www.grubhub.com/restaurant/miso-ko-675-ponce-de-leon-avenue-northeast-atlanta/1489344,,checked
Mission + Market,Atlanta,,"Three Alliance Center, 3550 Lenox Rd NE, Atlanta, GA 30326, USA",33.8518857,-84.3676397,http://missionandmarketatl.com/,(404) 948-2927,checked
Mix'D UP Burgers,Atlanta,"American,Food Truck,Hamburgers","313 Boulevard Southeast, Atlanta",33.7459895,-84.3683545,https://www.grubhub.com/restaurant/mixd-up-burgers-313-boulevard-southeast-atlanta/1489380,,checked
Moe's Southwest Grill,Atlanta,"Mexican,Southwestern","171 Auburn Ave NE Ste A-B, Atlanta",33.7560854,-84.3813417,https://www.grubhub.com/restaurant/moes-southwest-grill-171-auburn-ave-ne-ste-a-b-atlanta/1240858,(678) 705-5930,checked
Momonoki,Atlanta,"Asian,Dinner,Japanese,Lunch,Vegan,Vegetarian","95 8th St NW Ste 100, Atlanta",33.7797838,-84.3901937,https://www.grubhub.com/restaurant/momonoki-95-8th-st-nw-ste-100-atlanta/975665,(404) 390-3025,checked
Monkey 68,Atlanta,,"1073 Green St, Roswell, GA 30075, USA",34.0278318,-84.3596886,http://www.monkey68atl.com/,(770) 587-3277,checked
Monsoon Masala Kitchen,Atlanta,"Dinner,Indian,Lunch Specials","3979 Buford Hwy NE Suite 103, Atlanta",33.8586213,-84.3090844,https://www.grubhub.com/restaurant/monsoon-masala-kitchen-3979-buford-hwy-ne-suite-103-atlanta/388354,(770) 756-8602,checked
Morelli's Ice Cream,Atlanta,"Bakery,Dessert,Ice Cream","749 Moreland Avenue Southeast, Atlanta",33.7339513,-84.3496246,https://www.grubhub.com/restaurant/morellis-ice-cream-749-moreland-avenue-southeast-atlanta/1489620,,checked
Mr Everything Cafe,Atlanta,"Lunch Specials,Sandwiches","899 Martin Luther King Jr Drive, Atlanta",33.7549857,-84.4170409,https://www.grubhub.com/restaurant/mr-everything-cafe-899-martin-luther-king-jr-drive-atlanta/338542,(404) 521-9903,checked
Murphy's,Atlanta,Executive chef Andy Tran and his team at Murphy�s have created several menus to satisfy the need for delicious meals to enjoy from the comfort of home. Guests can place orders for takeout and curbside pickup online or by calling 404-872-0904. This menu also is available for delivery via Zifty.com and DoorDash.,"997 Virginia Ave NE, Atlanta, GA 30306",33.7820185,-84.3547638,https://murphysatlanta.com/,404-872-0904.,checked
My Coffee Shop,Atlanta,"Bowls,Breakfast,Coffee and Tea,Sandwiches","2462 Memorial Dr SE, Atlanta",33.7474574,-84.3063506,https://www.grubhub.com/restaurant/my-coffee-shop-2462-memorial-dr-se-atlanta/1739527,(404) 377-2227,checked
My Friends Place - Deli & Catering @ East Cobb,Atlanta,"Fresh to order sandwich, salads, wraps & soups.","1205 Johnson Ferry Rd. #127 Marietta, GA. 30068",33.9772962,-84.4195089,www.mfpeastcobb.com,(770) 971-0124,
My Friends Place - Deli & Catering @ Holcomb Bridge,Atlanta,"Fresh, made to order sandwiches, wraps, salads & soups.","690 Holcomb Bridge #130 Roswell, GA 30076",34.0334867,-84.3397027,www.mfproswell.com,(770) 594-9117,checked
My Friends Place - Deli & Catering @ McFarland Rd,Atlanta,"Fresh, made to order sandwiches, wraps, salads & soups.","1545 McFarland Rd#104 Alpharetta, GA 30005",34.1105191,-84.218767,www.mfpmcfarland.com,(678) 879-0200,checked
My Friends Place - Deli & Catering @ Sugarlaof Pkwy,Atlanta,"Fresh made to order sandwiches, wraps, salads & soups.","6601 Sugarloaf Pkwy #210 Duluth, GA 30097",33.9996025,-84.0929938,www.mfpsugarloaf.com,(678) 629-3445,checked
My Potato Factory,Atlanta,"My Potato Factory features a variety of large, fully loaded baked or sweet potatoes.","1521 Ralph David Abernathy Blvd.; Atlanta, GA 30310",33.7432786,-84.4375434,www.mypotatofactory.com,(404) 343-1946,checked
NaanStop,Atlanta,"Dinner,Indian,Lunch Specials,Vegan,Vegetarian","64 Broad St NW, Atlanta",33.7559185,-84.3894733,https://www.grubhub.com/restaurant/naanstop-64-broad-st-nw-atlanta/579887,(404) 522-6226,checked
Nakato,Atlanta,,"1776 Cheshire Bridge Rd NE, Atlanta, GA 30324, USA",33.8087006,-84.3646788,http://www.nakatorestaurant.com/,(404) 873-6582,checked
Nan Thai Fine Dining,Atlanta,"Recipient of the prestigious Four Diamond Award thirteen years in a row, Nan Thai Fine Dining is Thai food at its finest. The grand style & service are reminiscent of the 4o's and 50's. All elements of this restaurant bring excitement & the wonderful aromas of food preparation back into the dining room.","1350 Spring Street NW Suite #1 Atlanta, GA 30309",33.7914918,-84.3898086,www.nanfinedining.com,(404) 870-9933,checked
Nana G�s Chicken & Waffles,Atlanta,"Breakfast,Chicken,Dinner,Lunch,Waffles","1187 Wylie St SE, Atlanta",33.7522352,-84.3498054,https://www.grubhub.com/restaurant/nana-gs-chicken--waffles-1187-wylie-st-se-atlanta/1002332,(404) 917-4065,checked
Nancy's Chicago Pizza,Atlanta,"Italian,Pizza","265 Ponce De Leon Ave NE Ste A, Atlanta",33.7722522,-84.3788223,https://www.grubhub.com/restaurant/nancys-chicago-pizza-265-ponce-de-leon-ave-ne-ste-a-atlanta/1169019,(404) 881-0111,checked
Nations Cafe,Atlanta,"African,Cafe,Soup","3293 Dogwood Dr, Atlanta",33.6642889,-84.4089566,https://www.grubhub.com/restaurant/nations-cafe-3293-dogwood-dr-hapeville/1945093,(404) 228-6866,checked
Neighbor's Pub,Atlanta,"American,Dinner,Hamburgers,Lunch Specials,Pub Food,Salads,Sandwiches","752 N Highland Ave, Atlanta",33.7750439,-84.352911,https://www.grubhub.com/restaurant/neighbors-pub-752-n-highland-ave-atlanta/333045,(404) 872-5440,checked
New Realm,Atlanta,,"550 Somerset Terrace NE #101, Atlanta, GA 30306, USA",33.7688859,-84.3615505,http://newrealmbrewing.com/,(404) 968-2777,
Newk's Eatery,Atlanta,"American,Chicken,Dessert,Dinner,Healthy,Kids Menu,Lunch","933 Peachtree St Suite 921, Atlanta",33.7806435,-84.3839111,https://www.grubhub.com/restaurant/newks-eatery-933-peachtree-st-suite-921-atlanta/680884,(404) 853-2555,checked
NFA Burger,Atlanta,"Award winning burgers, hot dogs and tater tots!",5465 Chsmblee Dunwoody Road,33.9475323,-84.3348747,www.nfaburger.com,(404) 666-2874,
Nina & Rafi,Atlanta,"Offering pizza, salad, pasta, beer & wine to go and for delivery.","661 Auburn Ave NE #220 Atlanta, GA 30312",33.7563222,-84.3654592,https://www.ninaandrafi.com/,(404) 549-8997,checked
Niramish Indian,Atlanta,"Asian,Chicken,Dessert,Dinner,Halal,Healthy,Indian","1138 Euclid Ave, Atlanta",33.7648822,-84.3501608,https://www.grubhub.com/restaurant/niramish-indian-1138-euclid-ave-atlanta/262832,(404) 975-2659,checked
No Mas! Cantina,Atlanta,"Dinner,Lunch Specials,Mexican","180 Walker St, Atlanta",33.749799,-84.4009739,https://www.grubhub.com/restaurant/no-mas-cantina-180-walker-st-atlanta/321492,(404) 574-5678,checked
Northern China Eatery,Atlanta,,"5141 Buford Hwy NE ste c, Doraville, GA 30340, USA",33.8926074,-84.2838792,http://www.northernchinaeatery.com/,(770) 458-2282,checked
O Mi Ga Vietnamese Kitchen,Atlanta,"Asian,Lunch,Noodles,Soup,Vietnamese","209 Edgewood Ave SE, Atlanta",33.7540215,-84.379914,https://www.grubhub.com/restaurant/o-mi-ga-vietnamese-kitchen-209-edgewood-ave-se-atlanta/951297,(404) 963-1082,checked
O4W Pizza,Atlanta,,"3117 Main St, Duluth, GA 30096, USA",34.0029293,-84.1451728,http://o4wpizza.com/,(678) 587-5420,checked
Ocean Market,Atlanta,"Crepes,Lunch,Sandwiches","489 Peachtree St NW, Atlanta",33.7678653,-84.384882,https://www.grubhub.com/restaurant/ocean-market-489-peachtree-st-nw-atlanta/774734,(404) 665-1495,checked
Oceanwave,Atlanta,,"820 North Highland Avenue Northeast, Atlanta, GA 30306, USA",33.7769371,-84.3526953,https://oceanwaveatl.com/,(404) 873-2009,checked
Okiboru Tsukemen & Ramen,Atlanta,,"6125 Roswell Rd #800, Atlanta, GA 30328, USA",33.9220979,-84.3781545,http://www.okiboru.com/,(404) 998-5333,checked
Olive Bistro,Atlanta,,"1050 Juniper St NE #4, Atlanta, GA 30309, USA",33.7836774,-84.3824244,http://www.olivebistro.com/,(404) 874-5337,checked
On The Roll Maine Lobster,Atlanta,"Food Truck,Lunch,Sandwiches,Seafood","675 Metropolitan Parkway, Atlanta",33.7367796,-84.4082429,https://www.grubhub.com/restaurant/on-the-roll-maine-lobster-675-metropolitan-parkway-atlanta/1019716,(404) 438-0079,checked
Ooo Wee Just Taste It,Atlanta,"American,Breakfast,Dinner,Lunch,Southern","1469 Campbellton Rd SW, Atlanta",33.7140633,-84.4365903,https://www.grubhub.com/restaurant/ooo-wee-just-taste-it-1469-campbellton-rd-sw-atlanta/1006923,(404) 755-1704,checked
Origin Market,Atlanta,"Breakfast,Burritos,Lunch,Salads,Sandwiches,Soup","117 Martin Luther King Jr Dr SW, Atlanta",33.7518536,-84.3915327,https://www.grubhub.com/restaurant/origin-market-117-martin-luther-king-jr-dr-sw-atlanta/1016672,(678) 949-9488,checked
Osteria 832,Atlanta,,"832 North Highland Avenue Northeast, Atlanta, GA 30306, USA",33.777217,-84.3528699,http://www.osteria832.com/,(404) 897-1414,checked
Osteria Mattone,Atlanta,Rome in Roswell. Classic Roman Italian fare.,"1095 Canton Street Roswell, GA 30075",34.0284541,-84.3609618,www.osteriamattone.com,(678) 878-3378,checked
Our Bar ATL,Atlanta,New Pop-Up & Go Menus Every Weekend,"339 Edgewood Ave Se Atlanta, GA 30312",33.75422,-84.3764755,www.ourbaratl.com,(678) 929-8380,
Pampas Steakhouse,Atlanta,,"10970 State Bridge Rd, Johns Creek, GA 30022, USA",34.0481044,-84.2248744,http://www.pampassteakhouse.com/,(678) 339-0029,
Paolo's Gelato Italiano,Atlanta,Italian,"1025 Virginia Ave NE, Atlanta",33.7822698,-84.353747,https://www.grubhub.com/restaurant/paolos-gelato-italiano-1025-virginia-ave-ne-atlanta/2040142,(404) 607-0055,checked
Paradise Grille,Atlanta,Great food & Drinks- 2 restaurants in one - Mexican & American grill menus,"3605 Sandyplains rd, Marietta, ga, 30062",34.0383793,-84.4650964,www.paradisegrille.net,(770) 579-6226,checked
Park Tavern,Atlanta,,"500 10th St NE, Atlanta, GA 30309, USA",33.7822276,-84.369258,http://www.parktavern.com/,(404) 249-0001,checked
Parkgrounds,Atlanta,Breakfast/Bar/Coffee Joint for everyone else!,"142 Flat Shoals Ave SE, Atlanta, Ga. 30316",33.7501049,-84.3545952,parkgroundsatl.com,(678) 528-9901,
Paschal's Restaurant,Atlanta,,"180 Northside Dr SW, Atlanta",33.7494259,-84.4037854,https://www.grubhub.com/restaurant/paschals-restaurant-180-northside-dr-sw-atlanta/2032373,(404) 525-2023,checked
Pasta Da Pulcinella,Atlanta,"Healthy,Italian,Pasta,Salads,Sandwiches","1123 Peachtree Walk Northeast, Atlanta",33.7853882,-84.3860572,https://www.grubhub.com/restaurant/pasta-da-pulcinella-1123-peachtree-walk-northeast-atlanta/1490241,,checked
Pasta Vino,Atlanta,,"2391 Peachtree Rd, Atlanta, GA 30305, USA",33.8219248,-84.3897075,http://pastavinoatlanta.com/,(404) 231-4946,checked
PbL (Plantbased Lifestyle),Atlanta,"Healthy,Pizza,Vegan","576 Lee St SW, Atlanta",33.7393507,-84.4133867,https://www.grubhub.com/restaurant/pbl-plantbased-lifestyle-576-lee-st-sw-atlanta/1426396,(646) 801-4065,checked
Petit Chou,Atlanta,"Family Meal Deals, Desserts, Comfort Specials, Wine and Drinks",662 Memorial Drive Atlanta GA 30312,33.7468308,-84.3658082,https://www.toasttab.com/petit-chou-662-memorial-dr-se/v3,(470) 270-8996,checked
Pho Dakao-Kennesaw,Atlanta,Best Pho & Vietnamese food in Atlanta,425 Ernest Barrett Pkwy. Suite #1110 Kennesaw Georgia 30144,34.0119963,-84.5617096,www.phodakaorestaurant.com,,checked
Pho King Express,Atlanta,Vietnamese,"10 Park Place South SE, Atlanta",33.7542594,-84.3886189,https://www.grubhub.com/restaurant/pho-king-express-10-park-place-south-se-atlanta/1256601,(404) 941-9565,checked
Pho King Midtown,Atlanta,"Noodles,Pho,Salads,Soup","950 W Peachtree St NW, Atlanta",33.7802404,-84.3882075,https://www.grubhub.com/restaurant/pho-king-midtown-950-w-peachtree-st-nw-atlanta/1967331,(404) 565-1953,checked
Pho Nam,Atlanta,"Chicken,Noodles,Sandwiches,Snacks","99 Krog St NE, Atlanta",33.7567769,-84.3639806,https://www.grubhub.com/restaurant/pho-nam-99-krog-st-ne-atlanta/2040593,(404) 748-1381,checked
Piastra Restaurant,Atlanta,,"45 W Park Square, Marietta, GA 30060, USA",33.953,-84.5504408,http://www.piastrarestaurant.com/,(770) 425-9300,checked
Pita,Atlanta,"PITA Mediterranean Street Food offers convenient online ordering, available for curbside pickup and delivery with Uber Eats and DoorDash. Be sure to try the Family Meal which feeds 4 people and includes choice of 2 proteins, choice of 3 sides, tzatziki sauce and pita bread.","1020 Piedmont Ave NE Suite A, Atlanta, GA 30309",33.7825242,-84.3805988,http://pitastreetfood.com,,checked
Pita Mediterranean Street Food,Atlanta,"Bowls,Healthy,Kids Menu,Pitas,Salads","1020 Piedmont Ave NE Ste A, Atlanta",33.7825242,-84.3805988,https://www.grubhub.com/restaurant/pita-mediterranean-street-food-1020-piedmont-ave-ne-ste-a-atlanta/1739031,(678) 412-2846,checked
Pita Pit,Atlanta,"Pitas,Wraps","950 W Peachtree St NW, Atlanta",33.7802404,-84.3882075,https://www.grubhub.com/restaurant/pita-pit-950-w-peachtree-st-nw-atlanta/1944364,(470) 225-6276,checked
Piu Bello,Atlanta,,"3330 Piedmont Rd NE #27A, Atlanta, GA 30305, USA",33.8457987,-84.3744938,https://www.piubellobuckheadatlanta.com/,(404) 814-0304,checked
Pizza Jeans (Root Baking),Atlanta,,"Second Floor, 675 Ponce De Leon Ave NE NE224, Atlanta, GA 30308, USA",33.7730216,-84.365358,http://rootbakingco.com/,(470) 639-8046,
Pizzeria Lucca,Atlanta,,"96 Bulloch Ave, Roswell, GA 30075, USA",34.0147044,-84.3648226,https://www.pizzeria-lucca.com/,(470) 294-1222,
Planet Bombay Indian Cuisine,Atlanta,"Asian,Dinner,Halal,Healthy,Indian,Lunch Specials,Vegetarian","451 Moreland Ave NE, Atlanta",33.7666736,-84.3489136,https://www.grubhub.com/restaurant/planet-bombay-indian-cuisine-451-moreland-ave-ne-atlanta/270249,(404) 491-8207,checked
Plant Based Pizzeria,Atlanta,"American,Calzones,Hamburgers,Pizza","730 Barnett St NE, Atlanta",33.7744307,-84.3590108,https://www.grubhub.com/restaurant/plant-based-pizzeria-730-barnett-st-ne-atlanta/1142223,(404) 835-2739,checked
Plated Lounge,Atlanta,"Chicken,Dinner,Lunch,Seafood,Southern","2801 E Point St, Atlanta",33.6788491,-84.4421483,https://www.grubhub.com/restaurant/plated-lounge-2801-e-point-st-atlanta/1097525,(404) 464-5127,checked
Playa Bowl,Atlanta,,"661 Auburn Ave NE #160, Atlanta, GA 30312, USA",33.7563222,-84.3654592,http://www.playabowls.com/,(404) 963-1746,checked
Poke Bar,Atlanta,"Healthy,Poke","1220 Caroline St NE, Atlanta",33.7587427,-84.3489057,https://www.grubhub.com/restaurant/poke-bar-1220-caroline-st-ne-atlanta/1465074,(404) 996-6684,checked
Poke City,Atlanta,"Asian,Hawaiian,Japanese,Poke,Sushi","931 Monroe Drive Northeast, Atlanta",33.7794269,-84.3675836,https://www.grubhub.com/restaurant/poke-city-931-monroe-drive-northeast-atlanta/1489871,,checked
Ponko Chicken,Atlanta,"Asian Fusion,Chicken","915 West Peachtree Street Northwest, Atlanta",33.779742,-84.3868116,https://www.grubhub.com/restaurant/ponko-chicken-915-west-peachtree-street-northwest-atlanta/1490909,,checked
Poor Calvins,Atlanta,,"510 Piedmont Ave NE, Atlanta, GA 30308, USA",33.7684609,-84.3821928,http://poorcalvins.com/,(404) 254-4051,
Pop's Soul Food Kitchen,Atlanta,"American,Chicken,Seafood,Soul Food","816 Cascade Ave SW, Atlanta",33.7328928,-84.4376363,https://www.grubhub.com/restaurant/pops-soul-food-kitchen-816-cascade-ave-sw-atlanta/1721092,(404) 397-9518,checked
Porch Light,Atlanta,,"300 Village Green Cir SE, Smyrna, GA 30080, USA",33.8851521,-84.5159516,http://www.porchlightlatinkitchen.com/,(678) 309-9858,
Public School 404,Atlanta,"Dinner,Hamburgers,Lunch Specials,New American,Pizza,Sandwiches","930 Howell Mill Rd Ste C, Atlanta",33.780238,-84.4111933,https://www.grubhub.com/restaurant/public-school-404-930-howell-mill-rd-ste-c-atlanta/452236,(404) 817-0984,checked
Publik Draft House,Atlanta,"Bar Food,Dessert,Hamburgers,New American,Salads","654 Peachtree Street Northeast, Atlanta",33.7723757,-84.3850309,https://www.grubhub.com/restaurant/publik-draft-house-654-peachtree-street-northeast-atlanta/1490196,,checked
Pure Taqueria,Atlanta,"American,Dessert,Latin,Mexican,Tacos","300 North Highland Avenue Northeast, Atlanta",33.76292,-84.3584001,https://www.grubhub.com/restaurant/pure-taqueria-300-north-highland-avenue-northeast-atlanta/1489533,,checked
Queen of Cream,Atlanta,,"702 Cleburne Terrace NE, Atlanta, GA 30306, USA",33.773591,-84.3537223,http://queenofcream.com/,,
RA Sushi,Atlanta,"Asian,Dinner,Japanese,Lunch,Lunch Specials,Salads,Seafood","1080 Peachtree St NE Ste 7, Atlanta",33.7839725,-84.384184,https://www.grubhub.com/restaurant/ra-sushi-1080-peachtree-st-ne-ste-7-atlanta/361993,(404) 267-0114,checked
Raduni Indian Cuisine,Atlanta,"Asian,Dinner,Healthy,Indian,Wings","2566 Shallowford Rd Ne, Atlanta",33.8623423,-84.2880328,https://www.grubhub.com/restaurant/raduni-indian-cuisine-2566-shallowford-rd-ne-atlanta/352073,(404) 254-0948,checked
Ray's At Killer Creek,Atlanta,Did you know that Ray's at Killer Creek has one of the most impressive and extensive Bourbon lists in the entire metro-Atlanta area?,"1700 Mansell Road Alpharetta, GA 30009",34.0409249,-84.315577,https://www.raysrestaurants.com/raysatkillercreek,(770) 649-0064,checked
Ray's In the City,Atlanta,"Enjoy hand-cut steaks and seafood flown in daily from the Atlantic and Pacific all in a casual, yet elegant setting.","240 Peachtree St. NW Atlanta, GA 30303",33.7614529,-84.3896014,https://www.raysrestaurants.com/raysinthecity,,checked
Ray's On the River,Atlanta,"classic Ray�s dishes, including fresh seafood flown-in-daily, prime cut steaks, regionally-grown vegetables, hand-crafted cocktails and an award-winning wine list.","6700 Powers Ferry Road Sandy Springs, GA 30339",33.9016386,-84.4377388,https://www.raysrestaurants.com/raysontheriver,(770) 955-1187,checked
Rebel Wings,Atlanta,"American,Chicken,Fast Food,Wings","567 Courtland St NE, Atlanta",33.770061,-84.383841,https://www.grubhub.com/restaurant/rebel-wings-567-courtland-st-ne-atlanta/1716592,,checked
Recess,Atlanta,"Bowls,Healthy,Salads,Vegan,Vegetarian","99 Krog Street Northeast, Atlanta",33.7567769,-84.3639806,https://www.grubhub.com/restaurant/recess-99-krog-street-northeast-atlanta/1490094,,checked
Red's Beer Garden,Atlanta,"Hot Dogs,Popcorn,Snacks","1328 Boulevard SE, Atlanta",33.7184524,-84.3681286,https://www.grubhub.com/restaurant/reds-beer-garden-1328-boulevard-se-atlanta/1947190,(770) 637-2299,checked
Restaurant Holmes,Atlanta,,"50 S Main St, Alpharetta, GA 30009, USA",34.0742619,-84.2943131,http://www.restaurantholmes.com/,(678) 691-8320,checked
Rev Gelato,Atlanta,,"575 Boulevard SE #9c, Atlanta, GA 30312, USA",33.7387488,-84.3684572,http://www.revolutiongelato.com/,,checked
Revival,Atlanta,"Revival is a nod to Kevin�s formative years, offering a proper version of the traditional Sunday dinner. Following Kevin�s allegiance to Southern cuisine, Revival focuses on farm-fresh ingredients and a dining experience that reflects the traditions his own family follows.","129 Church Street Decatur, GA",33.7716504,-84.2946533,https://www.revivaldecatur.com/,(470) 225-6770,checked
Revolution Donuts,Atlanta,,"745 Edgewood Ave NE, Atlanta, GA 30307, USA",33.7546662,-84.3630154,http://revolutiondoughnuts.com/,(470) 428-2023,
Rocco's NY Pizza,Atlanta,"Dinner,Lunch Specials,Pasta,Pizza,Sandwiches","2064 N Decatur Rd, Atlanta",33.7910278,-84.3071625,https://www.grubhub.com/restaurant/roccos-ny-pizza-2064-n-decatur-rd-decatur/245639,(404) 633-0408,checked
Root Baking Co/Pizza Jeans,Atlanta,"The bakery is offering curbside pick-up for pizza, salad, sandwiches, bread and cookies from 12-8pm Wednesday through Saturday.","675 Ponce de Leon Ave., NE, Atlanta, GA 30308",33.772597,-84.3655413,https://www.rootbaking.com/order-food-online,(470) 639-8046,checked
RosaMia Ristorante Italiano,Atlanta,Family oriented Italian Restaurant,"11730 Jones Bridge Road, Johns Creek, GA 30022",34.0657201,-84.2121936,http://rosamiaitalian.com,(770) 772-6456,
Rosa's Pizza,Atlanta,"American,Dessert,Italian,Pizza","62 Broad Street Northwest, Atlanta",33.7558852,-84.3895173,https://www.grubhub.com/restaurant/rosas-pizza-62-broad-street-northwest-atlanta/1490351,,checked
Rosie's Cafe,Atlanta,"Breakfast,Cafe","48 Northside Drive Northwest, Atlanta",33.7552557,-84.4032785,https://www.grubhub.com/restaurant/rosies-cafe-48-northside-drive-northwest-atlanta/1490291,,checked
Rozina Bakehouse & Coffee,Atlanta,"Breakfast,Coffee and Tea,Hamburgers,Lunch,Sandwiches","33 Hurt Plz SE, Atlanta",33.7540777,-84.3879927,https://www.grubhub.com/restaurant/rozina-bakehouse--coffee-33-hurt-plz-se-atlanta/1089645,(440) 990-5828,checked
Rreal Tacos,Atlanta,"Chicken,Seafood,Snacks,Tacos","100 6th Street Northeast, Atlanta",33.7774899,-84.3831987,https://www.grubhub.com/restaurant/rreal-tacos-100-6th-street-northeast-atlanta/1329748,,checked
Ruby Chow's,Atlanta,,"620 Glen Iris Dr NE Unit C-1, Atlanta, GA 30308, USA",33.7716274,-84.3681286,https://www.rubychows.com/,(404) 585-7829,checked
Rumi's Kitchen,Atlanta,,"6112 Roswell Rd, Atlanta, GA 30328, USA",33.9220344,-84.3797908,http://www.rumiskitchen.com/,(404) 477-2100,checked
Saint Germain Bakery,Atlanta,Bakery,"675 Ponce De Leon Ave NE, Atlanta",33.772597,-84.3655413,https://www.grubhub.com/restaurant/saint-germain-bakery-675-ponce-de-leon-ave-ne-atlanta/2035825,(470) 823-4141,checked
Salads by Reuben's,Atlanta,"Sandwiches,Soup","57 Broad St NW, Atlanta",33.7554809,-84.3892687,https://www.grubhub.com/restaurant/salads-by-reubens-57-broad-st-nw-atlanta/1400790,(404) 589-9800,checked
Salaryman,Atlanta,,"2371 Hosea L Williams Dr SE building 1, Atlanta, GA 30317, USA",33.7508236,-84.3093716,https://www.koreanwives.com/salaryman/,(404) 228-1458,checked
Sammie�s Bodega,Atlanta,"Sandwiches,Smoothies and Juices","349 Decatur St SE, Atlanta",33.7497251,-84.3789881,https://www.grubhub.com/restaurant/sammies-bodega-349-decatur-st-se-atlanta/1720839,(678) 681-9506,checked
